,Axial_stress,Radial_stress,Axial_strain,Volumetric_strain,Pore_pressure,Temperature,Effective_mean_stress,Effective_deviatoric_stress,Deviatoric_strain,time
0,-72.79416232674598,-118.66032748644258,-0.09601197887457003,-2.5813441946085525,128.66032748644233,249.24511330190208,-103.37160576654394,45.86629915780465,0.7644383192967454,0.0
