,Axial_stress,Radial_stress,Axial_strain,Volumetric_strain,Pore_pressure,Temperature,Effective_mean_stress,Effective_deviatoric_stress,Deviatoric_strain,time
0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1,10.038399475670607,10.0,0.09599998959663956,0.2860799950063872,0.0,0.0,10.012799825223551,0.038399582803131604,0.0006399930467188633,0.0
2,11.043335891304764,9.99998855220754,0.09599972414320769,0.23583180547475896,1.144779248097779e-05,9.969804532076179,10.347770998573312,1.0433503121119465,0.017389171868532505,0.6
3,12.051311052387398,9.999988514743952,0.09599945108197051,0.1854322263637409,1.148525605016741e-05,19.969694855967116,10.683762693958467,2.051328308901375,0.03418880514835629,1.2
4,13.059297248077264,9.999988514607534,0.09599917799385008,0.13503209730806476,1.1485392473770635e-05,29.96969445327497,11.019758092430756,3.059317312092134,0.05098862186820236,1.8
5,14.067283484281504,9.999988514607077,0.09599890490563102,0.08463196623316857,1.148539297480288e-05,39.96969445179513,11.355753504498544,4.067306358071768,0.06778843930119623,2.4
6,15.075269720634681,9.999988514607027,0.09599863181741196,0.03423183515085072,1.1485392976644452e-05,49.969694451789586,11.691748916616257,5.075295405174271,0.08458825675290459,3.0
7,16.083255956988484,9.999988514607027,0.09599835872919273,-0.01616829593149442,1.148539297665128e-05,59.969694451789636,12.027744328734173,6.0832844527674,0.10138807421279003,3.6
8,17.09124219334227,9.999988514607022,0.0959980856409733,-0.06656842701383987,1.1485392976651267e-05,69.96969445178945,12.36373974085211,7.09127350064163,0.11818789167736081,4.2
9,18.099228429695966,9.999988514607043,0.09599781255275378,-0.11696855809618505,1.1485392976651299e-05,79.9696944517896,12.699735152969966,8.09926254869201,0.13498770914486752,4.8
10,19.107214666049774,9.999988514607015,0.09599753946453457,-0.16736868917853065,1.1485392976651277e-05,89.96969445178941,13.035730565087903,9.107251596860047,0.1517875266143339,5.4
11,20.11520090240344,9.999988514607015,0.09599726637631545,-0.21776882026087593,1.1485392976651214e-05,99.96969445178962,13.37172597720581,10.115240645110557,0.16858734408517537,6.0
12,21.123187138757114,9.999988514607072,0.0959969932880959,-0.26816895134322183,1.148539297665127e-05,109.9696944517895,13.70772138932379,11.123229693421084,0.18538716155701873,6.6
13,22.13117337511092,9.999988514607013,0.09599672019987666,-0.31856908242556586,1.1485392976651435e-05,119.96969445178934,14.04371680144164,12.131218741776737,0.20218697902961266,7.2
14,23.13915961146465,9.999988514606985,0.09599644711165736,-0.36896921350791195,1.1485392976651194e-05,129.96969445178965,14.379712213559593,13.139207790167124,0.21898679650278513,7.8
15,24.1471458478185,9.99998851460702,0.09599617402343799,-0.4193693445902577,1.1485392976651333e-05,139.96969445178917,14.715707625677567,14.14719683858483,0.23578661397641384,8.4
16,25.155132084172255,9.999988514607024,0.09599590093521881,-0.46976947567260313,1.1485392976651289e-05,149.96969445178922,15.051703037795441,15.155185887024308,0.2525864314504047,9.0
17,26.163118320525985,9.999988514607027,0.09599562784699935,-0.5201696067549472,1.1485392976651246e-05,159.96969445178905,15.387698449913328,16.163174935481567,0.26938624892469315,9.6
18,27.171104556879754,9.999988514607054,0.09599535475878036,-0.5705697378372928,1.1485392976651343e-05,169.96969445178945,15.723693862031233,17.17116398395347,0.28618606639922417,10.2
19,28.179090793233343,9.999988514607026,0.09599508167056083,-0.6209698689196392,1.148539297665129e-05,179.96969445178965,16.059689274149175,18.179153032437476,0.3029858838739585,10.8
20,29.18707702958709,9.999988514607008,0.09599480858234193,-0.6713700000019809,1.1485392976651265e-05,189.96969445178976,16.395684686267117,19.18714208093188,0.31978570134886486,11.4
21,30.19506326594095,9.99998851460704,0.09599453549412244,-0.7217701310843305,1.1485392976651267e-05,199.96969445178917,16.731680098384945,20.195131129434962,0.33658551882391624,12.0
22,31.203049502294636,9.999988514607061,0.09599426240590302,-0.7721702621666733,1.1485392976651284e-05,209.96969445179005,17.067675510502937,21.20312017794551,0.353385336299094,12.6
23,32.21103573864844,9.999988514607033,0.09599398931768367,-0.8225703932490169,1.1485392976651246e-05,219.9696944517899,17.403670922620808,22.211109226462668,0.3701851537743762,13.2
24,33.21902197500229,9.999988514607002,0.09599371622946437,-0.8729705243313669,1.1485392976651241e-05,229.96969445178925,17.739666334738704,23.21909827498536,0.38698497124975506,13.8
25,34.227008211355965,9.999988514607013,0.09599344314124514,-0.923370655413708,1.1485392976651336e-05,239.96969445178982,18.075661746856674,24.227087323512972,0.40378478872521545,14.4
26,35.23499444770961,9.999988514607068,0.09599317005302577,-0.9737707864960551,1.1485392976651316e-05,249.96969445179047,18.411657158974563,25.235076372044986,0.4205846062007471,15.0
